sex,stars,age,restaurant,id,race
Female,2,28,McDonald,1542,Other
Female,5,18,KFC,1543,White
Female,3,28,Taco Bell,1544,Other
Female,3,31,Taco Bell,1545,Other
Male,5,43,Burger King,1546,Other
Female,1,30,KFC,1547,Black
Male,5,28,KFC,1548,Other
Female,4,23,McDonald,1549,Black
Female,4,31,McDonald,1550,Hispanic
Female,5,33,Burger King,1551,Black
Male,5,35,McDonald,1552,Hispanic
Female,4,32,McDonald,1553,Hispanic
Female,5,36,KFC,1554,Black
Female,5,28,Burger King,1555,Black
Female,3,27,Taco Bell,1556,Hispanic
Female,1,37,Burger King,1557,Hispanic
Female,3,38,KFC,1558,Hispanic
Male,5,23,Burger King,1559,Hispanic
Female,4,24,Burger King,1560,Other
Female,5,27,Burger King,1561,Hispanic
Female,1,39,KFC,1562,White
Female,2,18,KFC,1563,Other
Female,4,29,McDonald,1564,Hispanic
Female,5,29,Taco Bell,1565,Hispanic
Male,2,26,McDonald,1566,Other
Female,4,40,Burger King,1567,Other
Male,2,32,McDonald,1568,Black
Male,2,35,Burger King,1569,White
Female,1,28,KFC,1570,Black
Male,5,20,KFC,1571,Hispanic
Male,3,33,McDonald,1572,Other
Female,4,25,Taco Bell,1573,Hispanic
Male,1,26,KFC,1574,Other
Male,4,31,Burger King,1575,Hispanic
Female,2,29,KFC,1576,White
Female,2,24,McDonald,1577,Other
Female,5,26,McDonald,1578,Other
Male,5,28,KFC,1579,Hispanic
Male,5,33,Taco Bell,1580,Other
Male,2,33,KFC,1581,Other
Female,2,26,KFC,1582,Other
Male,4,31,KFC,1583,Hispanic
Male,4,31,Taco Bell,1584,Hispanic
Male,2,31,McDonald,1585,Black
Female,3,32,McDonald,1586,Hispanic
Male,3,29,McDonald,1587,Other
Female,2,26,Taco Bell,1588,White
Male,1,32,KFC,1589,Hispanic
Male,1,27,Burger King,1590,White
Male,4,31,Taco Bell,1591,White
Female,4,27,Taco Bell,1592,White
Male,1,35,McDonald,1593,Hispanic
Male,4,34,KFC,1594,Hispanic
Female,4,40,KFC,1595,Other
Female,2,33,McDonald,1596,Black
Male,2,31,KFC,1597,Hispanic
Male,2,32,Taco Bell,1598,Hispanic
Female,2,21,KFC,1599,Hispanic
Female,1,29,Taco Bell,1600,White
Male,5,28,Burger King,1601,Other
Female,2,27,McDonald,1602,Other
Female,1,28,McDonald,1603,Hispanic
Female,4,28,McDonald,1604,Other
Female,1,38,KFC,1605,Other
Male,2,39,KFC,1606,Other
Male,2,38,McDonald,1607,Black
Male,3,29,Burger King,1608,Black
Male,4,34,McDonald,1609,Other
Male,1,28,McDonald,1610,Hispanic
Female,1,30,Burger King,1611,Hispanic
Female,1,27,Taco Bell,1612,White
Female,4,32,KFC,1613,White
Female,3,30,McDonald,1614,Hispanic
Female,2,22,KFC,1615,White
Female,2,26,McDonald,1616,Black
Male,1,22,Burger King,1617,Black
Male,5,30,McDonald,1618,Other
Female,1,32,McDonald,1619,Hispanic
Female,4,31,KFC,1620,Other
Female,3,28,Burger King,1621,Other
Male,4,27,McDonald,1622,Other
Female,3,27,Taco Bell,1623,Other
Female,1,27,Burger King,1624,Other
Male,2,37,Taco Bell,1625,Black
Male,1,26,Taco Bell,1626,Black
Male,4,33,KFC,1627,Hispanic
Female,5,26,Burger King,1628,Black
Female,4,33,Taco Bell,1629,Other
Male,2,25,KFC,1630,Other
Male,4,28,McDonald,1631,Black
Male,2,33,McDonald,1632,Black
Male,4,35,McDonald,1633,White
Male,5,29,Taco Bell,1634,Hispanic
Male,1,34,KFC,1635,White
Male,4,20,KFC,1636,White
Female,3,24,KFC,1637,Hispanic
Female,2,36,KFC,1638,White
Male,2,31,Taco Bell,1639,White
Male,5,31,Burger King,1640,Black
Female,2,33,Burger King,1641,Black
Male,1,31,Taco Bell,1642,White
Female,1,32,McDonald,1643,Black
Male,4,33,Taco Bell,1644,Black
Female,5,36,KFC,1645,Hispanic
Male,5,26,McDonald,1646,White
Female,4,23,McDonald,1647,Hispanic
Female,5,27,KFC,1648,Other
Female,3,31,Burger King,1649,Black
Male,4,29,Taco Bell,1650,Hispanic
Female,3,29,KFC,1651,White
Female,5,30,Taco Bell,1652,Hispanic
Male,5,28,KFC,1653,Black
Female,2,31,Taco Bell,1654,White
Female,5,28,Taco Bell,1655,Hispanic
Female,4,27,Burger King,1656,White
Female,1,23,KFC,1657,White
Female,3,33,Burger King,1658,Other
Male,4,33,Taco Bell,1659,White
Male,3,34,Taco Bell,1660,Black
Male,2,38,Taco Bell,1661,Other
Male,3,30,KFC,1662,White
Male,2,28,Taco Bell,1663,White
Female,2,21,Burger King,1664,Other
Male,2,30,Burger King,1665,White
Male,2,25,Burger King,1666,Black
Male,3,40,McDonald,1667,White
Female,5,25,KFC,1668,Black
Male,4,24,Burger King,1669,Other
Male,4,32,McDonald,1670,Black
Male,4,37,Burger King,1671,Black
Female,1,26,Taco Bell,1672,White
Male,1,34,McDonald,1673,Other
Female,4,35,Burger King,1674,Other
Male,1,36,KFC,1675,Black
Male,2,35,KFC,1676,Black
Male,3,32,KFC,1677,Other
Male,3,30,Taco Bell,1678,White
Female,3,29,Burger King,1679,Other
Male,2,27,Burger King,1680,Other
Female,2,32,McDonald,1681,Hispanic
Male,4,34,McDonald,1682,Hispanic
Female,5,32,KFC,1683,White
Male,3,28,Burger King,1684,Black
Female,2,28,KFC,1685,White
Female,1,28,Taco Bell,1686,White
Male,2,31,KFC,1687,Black
Female,5,32,Burger King,1688,Hispanic
Male,1,38,McDonald,1689,White
Female,4,28,Burger King,1690,White
Male,4,33,KFC,1691,White
Male,2,28,KFC,1692,White
Male,4,36,McDonald,1693,Other
Male,5,30,Burger King,1694,Hispanic
Female,5,30,McDonald,1695,Black
Male,3,33,KFC,1696,Black
Female,1,25,KFC,1697,Black
Female,4,26,McDonald,1698,Black
Female,3,36,KFC,1699,Other
Male,1,32,Burger King,1700,Hispanic
Male,2,28,Taco Bell,1701,Black
Male,3,17,McDonald,1702,Hispanic
Female,4,39,Burger King,1703,Black
Male,2,36,Taco Bell,1704,Hispanic
Male,5,28,Burger King,1705,Other
Male,2,27,Taco Bell,1706,White
Female,3,30,Burger King,1707,Black
Male,3,29,KFC,1708,Hispanic
Female,5,39,McDonald,1709,Black
Male,2,26,KFC,1710,Other
Male,5,18,Burger King,1711,Black
Male,5,33,Burger King,1712,White
Female,5,31,Taco Bell,1713,White
Male,4,32,Taco Bell,1714,White
Male,1,37,KFC,1715,Other
Male,1,28,McDonald,1716,White
Female,2,36,McDonald,1717,White
Female,4,30,KFC,1718,Hispanic
Male,4,32,Taco Bell,1719,Hispanic
Male,4,27,McDonald,1720,Other
Female,5,31,KFC,1721,Hispanic
Female,3,33,KFC,1722,White
Male,1,29,KFC,1723,Hispanic
Female,1,40,Burger King,1724,Hispanic
Male,1,20,KFC,1725,Black
Female,3,30,Burger King,1726,Black
Female,4,34,Burger King,1727,White
Female,3,31,Burger King,1728,Hispanic
Male,1,35,Burger King,1729,Hispanic
Male,5,27,KFC,1730,White
Male,3,34,Taco Bell,1731,White
Female,3,24,KFC,1732,Black
Male,4,28,Burger King,1733,Other
Male,4,25,KFC,1734,Black
Male,4,33,Taco Bell,1735,White
Male,4,26,Taco Bell,1736,Black
Female,1,34,Burger King,1737,Black
Female,4,28,Burger King,1738,Hispanic
Male,3,33,Taco Bell,1739,Black
Female,5,27,KFC,1740,Other
Female,5,32,Taco Bell,1741,Hispanic
Female,1,26,Burger King,1742,Other
Female,4,29,KFC,1743,White
Male,2,25,Taco Bell,1744,Other
Female,5,28,Taco Bell,1745,Black
Male,2,36,Burger King,1746,Other
Female,3,26,Taco Bell,1747,Other
Male,1,24,KFC,1748,Other
Female,5,26,Taco Bell,1749,Other
Male,5,20,KFC,1750,Black
Male,4,31,McDonald,1751,White
Female,2,29,McDonald,1752,White
Male,1,36,Taco Bell,1753,Hispanic
Female,1,23,KFC,1754,Hispanic
Female,1,28,McDonald,1755,Black
Male,1,28,McDonald,1756,Hispanic
Female,5,27,Burger King,1757,Hispanic
Male,5,28,Taco Bell,1758,Black
Male,2,21,Taco Bell,1759,White
Male,1,29,McDonald,1760,Black
Male,1,29,Taco Bell,1761,White
Male,4,29,Taco Bell,1762,Other
Female,1,34,McDonald,1763,Hispanic
Female,2,34,McDonald,1764,White
Male,5,35,KFC,1765,Hispanic
Male,2,25,McDonald,1766,Hispanic
Male,2,24,McDonald,1767,Hispanic
Female,1,34,KFC,1768,Other
Male,3,21,Burger King,1769,Other
Male,1,30,KFC,1770,Black
Male,5,32,Burger King,1771,Other
Female,5,21,Burger King,1772,White
Female,2,29,Burger King,1773,Black
Female,1,40,Taco Bell,1774,White
Male,4,29,KFC,1775,Other
Male,3,32,McDonald,1776,Hispanic
Male,5,33,KFC,1777,Hispanic
Male,2,29,McDonald,1778,Hispanic
Female,2,34,McDonald,1779,White
Male,2,30,McDonald,1780,Hispanic
Female,1,29,KFC,1781,Other
Male,1,27,KFC,1782,Black
Female,3,29,McDonald,1783,Hispanic
Female,3,31,KFC,1784,Black
Female,3,32,Burger King,1785,Black
Male,4,32,KFC,1786,Other
Male,1,28,Taco Bell,1787,Other
Female,2,40,KFC,1788,Black
Male,2,33,KFC,1789,White
Female,1,39,Burger King,1790,White
Male,4,24,Burger King,1791,Black
Male,3,33,KFC,1792,Black
Female,3,26,Taco Bell,1793,Other
Female,3,35,KFC,1794,Other
Female,1,33,McDonald,1795,Hispanic
Female,3,34,Taco Bell,1796,White
Female,3,26,Taco Bell,1797,Black
Male,3,26,KFC,1798,Hispanic
Male,4,31,Burger King,1799,Hispanic
Male,3,32,Taco Bell,1800,White
Female,5,31,KFC,1801,White
Female,1,36,Taco Bell,1802,Hispanic
Female,4,34,KFC,1803,Black
Female,1,33,KFC,1804,Other
Female,1,32,McDonald,1805,White
Female,1,32,Taco Bell,1806,Black
Female,4,29,McDonald,1807,White
Female,4,33,KFC,1808,Other
Male,4,33,Burger King,1809,Hispanic
Female,1,34,KFC,1810,White
Female,4,30,McDonald,1811,Other
Female,1,30,Burger King,1812,Hispanic
Male,3,43,KFC,1813,Hispanic
Male,3,40,KFC,1814,Black
Female,3,31,McDonald,1815,Other
Female,1,34,Burger King,1816,Other
Male,1,40,McDonald,1817,Black
Male,5,35,Taco Bell,1818,White
Female,3,24,Burger King,1819,Black
Female,3,38,McDonald,1820,White
Female,4,35,McDonald,1821,Other
Female,3,31,Taco Bell,1822,Hispanic
Female,3,22,Burger King,1823,Other
Female,2,37,Burger King,1824,Other
Female,2,26,KFC,1825,Other
Female,3,27,KFC,1826,Hispanic
Female,3,26,McDonald,1827,White
Male,2,25,Burger King,1828,Other
Male,4,32,McDonald,1829,Black
Male,4,28,Burger King,1830,White
Male,2,34,McDonald,1831,Other
Female,3,25,Taco Bell,1832,Other
Female,5,30,Burger King,1833,Other
Female,4,33,Burger King,1834,Hispanic
Male,5,36,Taco Bell,1835,Other
Male,4,30,KFC,1836,White
Female,1,29,McDonald,1837,Black
Female,2,28,KFC,1838,Black
Male,3,29,Taco Bell,1839,White
Female,1,26,McDonald,1840,Black
Male,1,26,McDonald,1841,Hispanic
Female,5,31,McDonald,1842,Other
Male,4,27,Burger King,1843,Other
Male,5,26,Burger King,1844,Black
Male,4,27,Burger King,1845,Hispanic
Male,1,31,KFC,1846,Black
Female,3,28,Burger King,1847,Black
Female,1,23,Taco Bell,1848,Other
Female,5,22,McDonald,1849,White
Female,4,30,McDonald,1850,Hispanic
Female,1,33,Taco Bell,1851,Black
Male,3,37,KFC,1852,Black
Female,4,33,KFC,1853,Hispanic
Female,5,24,Taco Bell,1854,Hispanic
Male,1,35,McDonald,1855,White
Male,4,27,Taco Bell,1856,Hispanic
Male,2,26,Burger King,1857,White
Male,3,27,McDonald,1858,Other
Female,3,31,KFC,1859,White
Female,3,40,McDonald,1860,Black
Male,5,21,McDonald,1861,Hispanic
Male,5,34,Taco Bell,1862,Black
Female,3,28,KFC,1863,White
Female,3,28,Taco Bell,1864,Hispanic
Male,2,24,Taco Bell,1865,Hispanic
Male,4,34,Burger King,1866,Hispanic
Female,1,29,KFC,1867,White
Male,1,34,Burger King,1868,Black
Male,4,39,Taco Bell,1869,White
Male,3,31,McDonald,1870,Other
Male,4,32,KFC,1871,Hispanic
Male,2,38,Burger King,1872,Hispanic
Male,2,32,Taco Bell,1873,Black
Female,2,25,Burger King,1874,Black
Female,5,35,KFC,1875,White
Male,3,27,Taco Bell,1876,Black
Female,1,32,Burger King,1877,Other
Female,4,30,Burger King,1878,Black
Female,1,33,Taco Bell,1879,White
Female,4,33,Burger King,1880,Hispanic
Male,3,32,Taco Bell,1881,Black
Male,5,31,Burger King,1882,Black
Male,5,36,KFC,1883,Black
Male,1,29,McDonald,1884,Hispanic
Male,5,26,Burger King,1885,Black
Female,3,29,Burger King,1886,Other
Female,5,28,Taco Bell,1887,Black
Male,5,20,Taco Bell,1888,Black
Female,4,26,McDonald,1889,Other
Male,2,32,Taco Bell,1890,Hispanic
Female,2,32,McDonald,1891,Other
Male,5,29,McDonald,1892,White
Male,5,37,Burger King,1893,Other
Male,5,35,Burger King,1894,White
Female,4,26,Burger King,1895,Black
Male,4,30,Taco Bell,1896,Other
Female,5,29,Taco Bell,1897,White
Female,5,36,Taco Bell,1898,White
Female,3,35,McDonald,1899,White
Male,3,27,McDonald,1900,Hispanic
Male,3,27,Burger King,1901,White
Male,1,29,Taco Bell,1902,Black
Male,4,30,KFC,1903,White
Female,1,34,Taco Bell,1904,White
Male,5,35,KFC,1905,Hispanic
Female,5,33,Burger King,1906,Black
Male,4,29,Taco Bell,1907,Other
Female,5,28,KFC,1908,Hispanic
Female,3,32,KFC,1909,Black
Female,3,21,Taco Bell,1910,Other
Male,1,37,Burger King,1911,Hispanic
Male,5,30,Burger King,1912,White
Female,4,29,Burger King,1913,Black
Male,4,31,Burger King,1914,Other
Female,1,26,Taco Bell,1915,Hispanic
Female,2,30,Burger King,1916,Other
Male,5,35,McDonald,1917,Other
Male,5,26,Burger King,1918,Hispanic
Female,3,30,Burger King,1919,White
Male,2,29,KFC,1920,Other
Female,3,26,Taco Bell,1921,Black
Male,3,24,Burger King,1922,White
Female,5,27,McDonald,1923,Hispanic
Male,5,32,KFC,1924,White
Male,4,34,KFC,1925,Hispanic
Female,2,29,Taco Bell,1926,Other
Male,3,21,Taco Bell,1927,Black
Male,5,30,Taco Bell,1928,Other
Female,1,29,McDonald,1929,White
Male,5,20,McDonald,1930,Hispanic
Female,1,33,Burger King,1931,Other
Female,3,26,McDonald,1932,Hispanic
Male,2,33,KFC,1933,Other
Female,1,34,Burger King,1934,Black
Female,3,27,McDonald,1935,White
Female,4,30,KFC,1936,Hispanic
Male,4,34,Taco Bell,1937,Other
Male,2,27,Burger King,1938,White
Female,1,25,McDonald,1939,Hispanic
Female,1,31,Taco Bell,1940,Hispanic
Female,1,42,Burger King,1941,Hispanic
Female,1,40,Burger King,1942,Black
Female,5,32,Burger King,1943,Black
Male,2,24,Burger King,1944,Black
Female,2,39,Burger King,1945,Other
Female,2,31,McDonald,1946,Hispanic
Male,2,26,Burger King,1947,Other
Female,4,33,Burger King,1948,Hispanic
Female,1,24,Taco Bell,1949,Other
Male,3,34,KFC,1950,White
Female,4,32,Taco Bell,1951,Other
Female,3,26,McDonald,1952,White
Male,3,35,KFC,1953,Other
Female,3,31,Taco Bell,1954,White
Male,3,28,Taco Bell,1955,Black
Male,4,21,Taco Bell,1956,Hispanic
Female,4,42,McDonald,1957,Hispanic
Female,3,33,KFC,1958,White
Male,3,36,McDonald,1959,Other
Male,1,28,Burger King,1960,White
Male,2,37,Taco Bell,1961,White
Female,2,25,Burger King,1962,Hispanic
Female,3,35,McDonald,1963,Black
Female,2,32,KFC,1964,White
Male,5,35,Taco Bell,1965,White
Female,3,39,KFC,1966,Other
Male,3,33,KFC,1967,Black
Female,2,27,Burger King,1968,Black
Male,1,20,Burger King,1969,Other
Male,2,26,Taco Bell,1970,White
Female,4,28,McDonald,1971,Other
Male,3,31,Taco Bell,1972,Hispanic
Female,2,29,Taco Bell,1973,Other
Male,1,32,McDonald,1974,Black
Male,1,36,McDonald,1975,Hispanic
Male,5,32,Burger King,1976,Other
Male,1,33,McDonald,1977,Hispanic
Female,1,37,KFC,1978,Other
Female,4,33,Taco Bell,1979,Other
Female,5,23,Taco Bell,1980,White
Female,5,28,Burger King,1981,White
Male,1,29,Burger King,1982,Hispanic
Female,1,30,Burger King,1983,Hispanic
Female,3,29,Burger King,1984,Hispanic
Female,4,33,KFC,1985,Black
Male,1,33,McDonald,1986,White
Female,3,33,Taco Bell,1987,Hispanic
Female,1,27,Burger King,1988,White
Female,4,37,Taco Bell,1989,Black
